10000   0.000161
20000   0.000286
30000   0.000324
40000   0.000576
50000   0.000606
60000   0.000687
70000   0.001087
80000   0.001083
90000   0.001181
100000  0.001231
110000  0.001305
120000  0.001361
130000  0.001428
140000  0.002188
150000  0.002234
160000  0.002305
170000  0.002343
180000  0.002369
190000  0.002451
200000  0.002555
210000  0.002774
220000  0.002763
230000  0.002784
240000  0.002803
250000  0.002900
260000  0.002981
270000  0.004521
280000  0.004496
290000  0.004392
300000  0.004407
310000  0.004545
320000  0.004478
330000  0.004849
340000  0.004723
350000  0.004711
360000  0.004629
370000  0.004712
380000  0.005128
390000  0.005275
400000  0.005314
410000  0.005386
420000  0.005397
430000  0.005475
440000  0.005494
450000  0.005680
460000  0.005691
470000  0.005824
480000  0.005738
490000  0.005909
500000  0.005940
510000  0.006013
520000  0.006126
530000  0.008642
540000  0.008161
550000  0.009428
560000  0.008529
570000  0.008526
580000  0.009368
590000  0.009117
600000  0.009255
610000  0.009233
620000  0.009435
630000  0.009482
640000  0.009481
650000  0.009508
660000  0.009446
670000  0.009534
680000  0.009496
690000  0.009743
700000  0.009613
710000  0.009672
720000  0.010008
730000  0.010196
740000  0.010254
750000  0.010192
760000  0.010246
770000  0.010363
780000  0.010434
790000  0.010321
800000  0.010645
810000  0.010574
820000  0.010663
830000  0.010589
840000  0.010644
850000  0.010613
860000  0.010636
870000  0.010521
880000  0.010814
890000  0.010702
900000  0.010816
910000  0.011029
920000  0.010875
930000  0.011197
940000  0.011252
950000  0.011372
960000  0.011348
970000  0.011546
980000  0.011464
990000  0.011645
1000000 0.011583
